username,userRank,numPixels,xCoordinateTop,yCoordinateTop,NumPixelsTop
ldelriof@mastodon.social,370,2,232,198,1
Snejp@lemmy.world,370,2,259,125,1
MJKee9@lemmy.world,370,2,46,5,1
ketseki@lemmy.world,370,2,161,105,1
batist@lemmy.world,370,2,440,46,1
kureta@lemmy.ml,370,2,157,409,1
Orangerot@discuss.tchncs.de,370,2,190,390,1
Romkslrqusz@lemmy.zip,370,2,44,1,1
RmDebArc_5@feddit.org,370,2,136,216,1
gabboman@app.wafrn.net,370,2,114,412,2
Tarogar@feddit.org,370,2,110,278,1
Epzillon@lemmy.world,370,2,282,136,1
asterisk@feddit.uk,370,2,307,47,1
NocturnalMorning@lemmy.world,370,2,96,54,1
celeste@feddit.org,370,2,304,41,1
Harvey656@lemmy.world,370,2,35,431,1
Wizard_Pope@lemmy.world,370,2,335,131,1
thedoginthewok@lemmy.world,371,1,94,386,1
taaz@biglemmowski.win,371,1,228,388,1
Scio@lemmy.world,371,1,12,100,1
ColtenG9@toast.ooo,371,1,499,499,1
Oha@lemmy.ohaa.xyz,371,1,369,84,1
helios@social.ggbox.fr,371,1,403,472,1
bitofarambler@crazypeople.online,371,1,257,114,1
Havald@lemmy.world,371,1,184,245,1
Lampadaire_raclette@jlai.lu,371,1,133,118,1
SaneMartigan@aussie.zone,371,1,361,358,1
FreddyNO@lemmy.world,371,1,195,304,1
JFLennson@feddit.org,371,1,28,441,1
xeppaka@lemmy.world,371,1,29,497,1
v_raton@fosstodon.org,371,1,246,221,1
nave@lemmy.ca,371,1,219,492,1
CuriousBear@lemmy.world,371,1,340,164,1
DF3LX@social.darc.de,371,1,174,390,1
Ziggurat@jlai.lu,371,1,71,101,1
SpaceScotsman@startrek.website,371,1,419,57,1
zarniwoop@lemmy.dbzer0.com,371,1,23,30,1
Lualt@mastodon.world,371,1,301,499,1
jajcus@pol.social,371,1,27,451,1
Valar_Morghulis@jlai.lu,371,1,392,256,1
Deno@lemmy.world,371,1,35,148,1
lycanrising@lemmy.world,371,1,70,77,1
kickeriekuh@discuss.tchncs.de,371,1,386,290,1
hemmes@sh.itjust.works,371,1,444,198,1
ji88aja88a@lemmy.world,371,1,130,99,1
wdx@feddit.org,371,1,216,245,1
Nusm@yall.theatl.social,371,1,104,48,1
MrKurteous@feddit.nu,371,1,257,114,1
dujmovivo@gruene.social,371,1,203,459,1
c6ristian@social.nekover.se,371,1,304,5,1
JimBer110@mastodon.jimmy-b.se,371,1,499,0,1
BetterDev@programming.dev,371,1,494,356,1
Diplomjodler3@lemmy.world,371,1,467,304,1
