username,black,darkGrey,deepGrey,mediumGrey,lightGrey,white,beige,peach,brown,chocolate,rust,orange,yellow,pastelYellow,lime,green,darkGreen,forest,darkTeal,lightTeal,aqua,azure,blue,navy,purple,mauve,magenta,pink,watermelon,red,rose,maroon,darkChocolate,darkPurple
onoira@lemmy.dbzer0.com,74,0,0,0,11,30,0,0,0,0,1,19,0,0,0,2,35,12,0,0,0,5,4,0,19,0,0,22,0,7,0,95,0,16
jak2k@mastodontech.de,7,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,5,0,0,0,0,16,20,0,0,0,0,0,0,63,0,0,0,0
Gobbel2000@programming.dev,72,3,11,3,8,26,0,0,0,0,0,0,8,0,0,3,58,1,54,72,30,10,12,96,0,0,0,0,4,141,132,18,0,0
TIN@feddit.uk,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,12,4,1,0,12,0,0,0,0,12,0,0,0,0
Sonne@feddit.org,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
JPAKx4@lemmy.blahaj.zone,29,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,2,3
Localhorst86@feddit.org,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpolgesek@101010.pl,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,178,0,90,0,0,0,0,0,0,0,0,0
SceptrN@feddit.org,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0
ColtenG9@toast.ooo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZonenRanslite@feddit.org,317,24,0,0,0,8,0,0,0,0,0,0,233,6,0,0,0,0,0,0,0,0,0,0,43,1,134,0,0,207,0,0,0,15
garth@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Starfighter@discuss.tchncs.de,119,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,30,0,162,0,0,0,0,0,0,116,0,0,0,7
logan9789@equestria.social,33,0,0,0,0,0,11,0,0,0,0,0,28,9,0,0,24,0,0,0,4,0,0,1,26,0,55,297,0,0,0,0,0,20
Marty_TF@lemmy.zip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
webghost0101@sopuli.xyz,163,7,0,0,16,63,1,0,0,0,0,34,59,153,1,3,3,4,0,0,42,5,0,0,0,0,0,10,0,65,0,10,0,10
domi@donotsta.re,285,67,12,88,25,77,0,0,0,0,1,4,40,0,0,1,0,28,0,0,5,24,51,28,24,1,0,0,14,55,0,0,0,0
daniel@social.dhelonious.de,48,29,2,70,72,16,1,9,15,0,22,22,17,28,0,0,9,1,0,0,2,23,0,0,0,0,0,2,1,30,10,2,0,1
Oha@lemmy.ohaa.xyz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nilloc@discuss.tchncs.de,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddaarroo@lemmy.world,8,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bobtimus_prime@feddit.org,2,0,2,5,14,0,0,0,0,0,2,0,12,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0
Addoyy@feddit.org,32,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
yourNewFavouriteUser@sh.itjust.works,349,0,0,0,73,13,0,0,0,0,7,0,12,0,0,19,106,5,0,0,2,0,1,1,24,0,0,0,0,72,0,0,0,0
miostetsson@feddit.org,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0
petrescatraian@mstdn.ro,64,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,110,3,0,0,0
mossgreeneddie@chaos.social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,40,2,0,0,0,0
HelloHotel@lemmy.world,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
elvith@feddit.org,196,26,0,0,0,4,0,0,0,0,0,0,18,0,0,0,7,0,0,0,1,2,7,12,43,1,18,4,0,116,0,0,0,30
Schwoosh@lemmy.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
data1701d@startrek.website,17,14,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fylkenny@feddit.org,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matteufo95@mastodon.uno,365,0,0,6,16,5,128,0,0,215,0,0,8,0,0,0,0,0,0,18,24,0,0,0,13,0,0,12,4,30,11,0,48,0
im_at_work_mom@lemmy.world,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helios@social.ggbox.fr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
box464@mastodon.social,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schlump@feddit.org,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
alanceil@feddit.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Panq@lemmy.nz,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0
ThePinkUnicorn@lemdro.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Svennas@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ellie@social.lol,20,6,2,0,0,7,0,0,0,0,0,0,0,85,0,0,0,0,0,0,5,53,0,19,0,0,0,0,6,30,0,0,0,11
kubikpixel@chaos.social,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
smokeymcpott@feddit.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Mykeyy@toast.ooo,2,0,0,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,73,0,0,0,0,0,0,0,0,0,0,0
bravesentry@feddit.org,678,13,0,0,0,2,17,0,0,0,0,0,212,0,0,0,0,1,0,0,2,0,206,0,0,0,9,0,0,4,0,0,0,0
maumauukitty@blahaj.zone,126,31,0,4,23,12,0,36,0,0,0,2,38,0,1,4,13,1,0,0,4,0,1,0,0,4,0,4,14,112,0,0,0,0
Scraft161@tsukihi.me,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,20,36,0,18,0,0,0,0
ohshit604@sh.itjust.works,150,0,0,0,0,35,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,6,0,0,1,0,0,49,241,0,0,0
bigy@reddthat.com,99,0,28,0,7,60,0,0,6,35,0,0,0,81,0,0,341,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,45,0
Fletcher66@lemmy.world,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRaccoon@discuss.tchncs.de,415,5,11,43,33,76,21,0,13,4,35,4,138,3,12,8,94,1,9,1,31,281,286,324,17,24,5,0,0,266,18,1,0,16
nmuniz@toast.ooo,33,0,5,5,8,9,14,5,2,20,0,0,1,1,0,0,6,0,5,1,0,0,0,0,0,0,0,22,5,11,6,6,0,0
DeltAndy@lemmy.zip,0,0,0,0,0,0,0,1,74,0,0,32,0,0,0,0,0,0,0,0,7,0,6,29,0,0,0,0,0,0,0,0,0,0
kokodad@lemmy.world,57,18,0,2,3,1,0,0,0,0,8,3,43,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,22,9,5,0,0
Seefoo@lemmy.world,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0
bitofarambler@crazypeople.online,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dagnet@lemmy.world,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfg9k@lemmy.world,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0
ellypony@lemmy.world,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,48,0,0,0,0,22,4,0,221,0,0,17,5,0,0,0,0,0,0
Dubman@lemmy.world,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonathan7luke@lemmy.zip,0,0,0,0,0,5,0,0,0,33,0,0,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,9,2,0,53,0
itslilith@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
bankercat3@lemmy.world,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Snickerz_Bar@lemmy.world,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laverabe@lemmy.zip,101,5,4,0,0,2,0,0,0,2,0,0,0,0,0,7,0,0,0,0,2,0,7,0,2,0,1,0,0,14,0,0,0,0
112haloboy@toast.ooo,33,0,1,0,0,5,1,21,7,4,1,1,20,12,92,9,0,0,0,0,65,8,53,8,0,1,1,0,30,7,9,23,0,3
Wiz@loli.church,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmagian@lemmings.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
RazZer0_@lemmy.ohaa.xyz,122,0,1,0,3,17,2,12,0,6,0,0,9,14,9,13,1,0,0,0,0,59,5,43,13,0,0,0,2,24,22,0,0,20
idealotus@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ole@lemmy.ohaa.xyz,80,0,0,0,0,12,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
TehBamski@lemmy.world,18,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,151,57,170,0,0
Creativity@lemmy.zip,7,5,0,0,0,0,0,0,0,0,0,8,8,0,0,0,4,0,0,0,4,0,8,0,0,4,0,0,0,4,0,0,8,0
Amiciboy@lemmy.world,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LinusLL@chaos.social,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Lavenderpone@toast.ooo,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
tinchs@lemmy.world,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harbarbalar@sh.itjust.works,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minoscopede@lemmy.world,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
lavvy13@lemmy.nz,179,0,0,0,63,0,0,0,82,6,0,0,0,0,0,2,98,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
FrederikNJS@lemmy.zip,52,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interrobang@ohai.social,7,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,6,253,0,0,0,0,0,135,17,0,0,0,1,0,0,0,3
fubarx@lemmy.world,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myusername@sopuli.xyz,79,0,12,0,1,169,0,0,0,0,12,17,603,0,0,0,26,1,12,1,37,26,271,14,0,0,22,26,0,11,10,11,0,3
Angry_Autist@lemmy.world,17,0,0,0,4,81,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,58,0,0,0,0
dotcross@toast.ooo,0,0,6,0,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fxomt@lemmy.dbzer0.com,36,139,20,0,0,4,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,2,39,0,2,0,0,0,25,0,0,0,0
faladin@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ragnaxy@feddit.org,218,2,185,4,11,15,3,25,24,30,2,33,71,100,9,44,17,54,9,27,41,28,3,46,78,3,37,94,2,4,19,3,32,39
leminaid@leminal.space,0,0,51,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robocall@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
boozs@feddit.org,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Xatix@lemmy.world,4,0,0,0,1,2,0,0,0,0,0,0,24,7,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,9,0,0,0,12
desconectado@bolha.us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Shadow_Glider@equestria.social,283,10,0,0,50,108,0,0,0,0,14,0,345,5,75,180,451,42,82,76,452,274,1008,111,19,0,16,7,0,31,0,0,0,59
ace_garp@lemmy.world,7,1,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0
Starf4rged@reddthat.com,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koei@lemmy.world,756,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,7,0,0,2,0,0,0,0,2,0,0,0,2
Someplaceunknown@leminal.space,55,5,4,0,4,9,2,0,0,0,2,0,5,2,0,0,0,4,36,1,0,279,16,7,11,2,8,303,0,2,0,0,0,0
Wild_Mastic@lemmy.world,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLM@feddit.org,19,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,5,0,0,0,0
apriori@grants.cafe,221,224,38,38,10,12,17,0,0,16,0,16,69,15,2,11,84,23,0,0,81,164,102,3,5,9,8,6,7,24,1,0,112,1
Kitsu@toast.ooo,1138,4,2,3,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
Funnytakemura@grants.cafe,9,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,7,1,0,14
Noriko@toast.ooo,373,4,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rustyfemboy@lemmy.blahaj.zone,85,0,0,0,23,0,0,0,2,2,5,9,28,0,0,0,6,0,0,0,0,64,28,0,0,0,0,0,0,103,0,0,5,2
alk@mastodon.social,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belluck@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
skip0110@lemmy.zip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
onnekas@sopuli.xyz,34,1,0,0,0,0,0,0,0,0,4,0,63,52,0,0,88,0,0,0,11,1,12,0,1,2,3,192,3,19,10,10,0,0
blamster19@programming.dev,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WhatThaFudge@lemmy.world,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1
weegee90@lemmy.world,0,0,0,0,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,31,0,0
WrittenInRed@lemmy.dbzer0.com,243,44,20,4,5,119,0,0,23,1,2,41,19,3,0,3,160,18,0,0,62,199,106,53,40,6,74,133,11,66,0,0,0,49
Maddier1993@programming.dev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Fortatech@gregtech.eu,2,0,0,0,26,13,0,0,0,15,0,4,0,0,0,0,5,0,0,0,4,49,45,75,0,0,0,0,35,17,28,82,0,0
mxeff@feddit.org,134,1,0,0,0,12,0,0,31,0,30,1,17,0,0,0,0,0,0,0,0,129,665,9,0,2,0,0,11,86,1,0,0,14
HKayn@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
nebulaone@lemmy.world,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triadager@feddit.org,26,0,0,5,6,2,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1,0,44,0,0,0,0
Struisvogel@lemmy.world,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Coolkat@slrpnk.net,57,0,9,0,0,7,0,0,0,0,0,11,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,4,0,0
Havald@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lampadaire_raclette@jlai.lu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akemi@toast.ooo,297,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AntiGuide@feddit.org,134,0,0,0,14,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,148,0,0,0,111
dseta@toast.ooo,9,0,2,0,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
april@donotsta.re,1,49,0,7,32,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,14,1,0,8,0,0,0,0
HonoraryMancunian@lemmy.world,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SaneMartigan@aussie.zone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manin96@toast.ooo,458,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
FreddyNO@lemmy.world,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JFLennson@feddit.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
krafting@mamot.fr,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aesecakes@aussie.zone,0,0,0,0,8,17,12,2,2,3,0,5,88,3,0,0,0,0,0,0,0,0,6,0,0,0,0,30,29,230,104,0,0,3
Thronmandel@lemmy.world,4,4,1,3,23,0,0,0,0,0,1,9,15,11,0,0,0,0,0,0,0,0,3,0,128,42,35,0,0,0,0,0,0,1
Termiboros@lemmy.dbzer0.com,228,0,0,110,2,1,0,0,0,0,0,0,0,0,17,73,62,52,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nocuras@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long_Way_Around@lemmy.world,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
gkaklas@lemmy.zip,31,0,9,20,42,63,0,0,0,0,0,0,0,0,69,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FQQD@chaos.social,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thru_dangers_untold@lemmy.world,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desso@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schorsch@feddit.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Hithroc@pony.social,1,0,0,0,0,6,0,0,0,0,0,10,1,16,4,0,0,0,0,0,0,0,26,0,112,0,0,22,25,0,0,0,0,51
gnu@lemmy.zip,15,20,3,0,0,27,0,0,1,2,0,3,9,0,0,0,50,7,1,0,92,1,145,0,0,0,0,0,0,160,0,0,0,0
Stanley@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
SimplyEr1c@lemmy.world,18,0,12,1,0,0,0,12,0,0,0,1,3,0,0,16,43,0,0,0,14,2,0,0,17,0,2,18,0,15,2,18,0,25
bunnie@mas.to,61,28,61,10,65,18,0,22,0,0,51,55,66,25,55,75,36,18,35,9,269,194,218,47,125,220,240,111,70,39,78,9,3,33
MintyAnt@lemmy.world,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feddinat0r@feddit.org,139,0,0,0,0,10,1,22,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0
Mephiro@mastodon.social,170,39,7,44,101,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cacktus@feddit.org,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
sam@bikersgo.social,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
pastasallad@lemmy.world,6,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,91,2,0,10,0,0,0,0,0,0,0,0
xeppaka@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CircaV@lemmy.ca,9,0,7,6,0,8,0,9,0,0,0,0,37,0,0,0,0,0,0,0,0,1,192,0,43,0,2,7,0,4,6,0,0,0
ldelriof@mastodon.social,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toz@toast.ooo,362,44,1608,4,28,96,1,0,0,0,24,10,43,25,0,0,180,20,3,0,30,154,214,2,0,10,20,5,18,191,7,0,0,19
Mari@lemmy.ml,94,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,24,1,0,0,0,0,37,0,2,0,0,0,1
bassomitron@lemmy.world,0,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AtoMops@feddit.org,105,0,0,0,0,0,0,0,0,0,0,1,152,0,0,0,58,0,0,0,0,0,20,2,0,0,0,0,2,101,0,0,0,120
v_raton@fosstodon.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sichkovskyi@social.noleron.com,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
transebding_the_binary@lemmy.blahaj.zone,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0
Mrnobody2025@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,2,0,0,0,0
fuck_u_spez_in_particular@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
zichy@mastodon.social,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,13,18,65,0,23,0,0,0,22
