username,black,darkGrey,deepGrey,mediumGrey,lightGrey,white,beige,peach,brown,chocolate,rust,orange,yellow,pastelYellow,lime,green,darkGreen,forest,darkTeal,lightTeal,aqua,azure,blue,navy,purple,mauve,magenta,pink,watermelon,red,rose,maroon,darkChocolate,darkPurple
Wolferatu@feddit.ch,241,0,0,0,0,10,18,1,0,0,0,0,0,0,0,0,0,0,0,0,6,10,32,0,0,0,0,17,0,79,0,0,0,0
stuckbylightning@reddthat.com,0,4,0,0,0,83,0,0,0,0,0,12,18,29,0,46,0,0,0,0,0,58,32,0,0,18,0,82,9,21,0,0,0,0
xenotor@lemmy.world,0,4,0,0,0,83,0,0,0,0,0,15,17,29,0,36,0,0,0,0,0,82,17,0,0,16,0,57,12,44,0,0,0,0
lailxd@lemmy.world,55,51,74,75,53,1,0,7,26,29,0,4,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
julianh@lemm.ee,10,1,6,0,0,11,0,0,0,0,1,50,55,0,0,44,0,0,0,0,1,64,49,0,0,45,0,5,0,67,0,0,0,0
GravityRushed@sh.itjust.works,0,4,0,0,0,97,0,0,0,0,3,41,7,16,0,30,0,0,0,0,0,77,15,0,0,15,3,67,10,23,0,0,0,0
Grishaix@feddit.de,156,0,2,6,0,0,0,0,0,0,0,0,0,0,0,143,36,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
lay@lemmy.sdf.org,181,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0
Plaz_ma@lemmy.world,45,10,33,57,62,18,2,0,4,0,0,0,25,12,0,0,0,0,0,0,0,0,62,7,0,0,48,21,0,0,0,0,0,0
Quills@sh.itjust.works,18,41,59,32,13,10,0,5,0,8,0,2,5,22,0,0,7,3,39,0,2,2,14,45,13,10,1,19,0,35,0,0,0,0
borke@sh.itjust.works,128,0,0,0,0,7,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,161,0,0,0,0,1,0,47,0,0,0,0
SNeedlewoods@monero.town,39,0,105,1,0,20,1,0,0,0,228,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Jwhardcastle@beehaw.org,95,0,0,0,37,2,0,0,0,0,0,8,116,0,0,14,0,0,0,0,0,6,15,0,0,0,0,0,0,110,0,0,0,0
bringtogethernow@lemm.ee,2,3,1,0,0,102,0,0,0,0,0,44,2,33,0,21,0,0,0,0,0,82,16,0,0,12,5,57,0,22,0,0,0,0
anonymous1691294527@lemmy.world,137,2,0,0,0,0,0,0,0,0,0,0,65,48,1,35,36,9,0,0,0,26,0,0,0,0,0,0,43,0,0,0,0,0
KeepssMe@lemmy.world,49,17,0,3,67,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,36,20,11,21,16,26,4,40,56,0,17,0,0,0
Kuroame@ani.social,50,0,0,0,2,1,0,0,5,0,0,12,8,0,0,3,3,25,0,0,0,0,5,0,0,0,0,32,0,31,223,0,0,0
Jesster@lemmy.blahaj.zone,2,3,0,0,0,81,0,0,0,0,0,10,2,30,0,48,0,0,0,0,0,88,10,0,0,11,0,88,9,17,0,0,0,0
Ad5001@lemmy.world,0,0,11,9,24,5,0,0,53,15,1,11,0,0,34,29,109,1,0,0,0,0,0,0,0,0,0,0,0,39,33,25,0,0
thebluecorner@lemmy.world,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,386,4,0,0,0,0,0,0,3,0,0,0
SandyCheeks@lemmynsfw.com,1,4,1,0,0,97,0,0,0,0,0,11,23,17,0,40,0,0,0,0,0,81,15,0,0,13,0,71,8,17,0,0,0,0
Nittick@lemmy.world,218,15,0,0,0,16,0,0,0,0,0,14,0,0,0,82,14,14,0,0,0,2,0,0,0,0,0,0,1,19,3,0,0,0
alextheturtle@lemmy.blahaj.zone,0,0,0,0,0,19,0,0,0,0,225,143,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0
anonymous1691295108@lemmy.world,147,0,0,0,0,0,0,0,0,0,0,0,62,53,2,36,31,7,0,0,0,28,0,0,0,0,0,0,30,0,0,0,0,0
CadburyCream@feddit.nl,1,4,1,0,0,104,0,0,0,0,0,17,3,3,0,12,0,0,0,0,0,123,23,0,0,12,1,59,0,33,0,0,0,0
PdizzleParker@lemmy.world,16,44,6,31,21,15,0,0,43,7,2,5,0,0,4,3,0,14,42,0,18,27,26,16,14,0,0,16,4,12,8,0,0,0
anonymous1691293996@lemmy.world,146,0,0,0,0,0,0,0,0,0,0,0,50,47,0,35,38,9,0,0,0,24,0,0,0,0,0,0,45,0,0,0,0,0
legomannetje@lemmy.henknet.org,80,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,18,122,0,0,0
VenyX@lemmy.world,81,28,65,2,0,25,0,0,14,0,1,0,10,63,0,0,4,5,0,0,0,25,47,2,0,0,0,0,0,21,0,0,0,0
Manger@lemmy.nz,1,3,1,0,0,79,0,0,0,0,1,22,21,30,0,44,0,0,0,0,0,91,6,0,0,15,3,56,10,9,0,0,0,0
beezlebug@feddit.de,272,40,15,5,16,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,6,13,2,0,0
fr75s@lemmy.world,169,8,12,5,26,7,0,0,0,0,0,5,21,0,0,0,2,2,0,0,13,0,0,32,0,0,0,0,1,0,85,3,0,0
beezlebug@lemmy.world,272,37,13,7,12,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,7,13,2,0,0
popol_monopol@jlai.lu,116,38,1,0,1,9,0,0,0,0,0,4,55,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92,24,0,0,0
bamboozledgoblin@lemmy.ml,11,8,0,0,0,0,2,0,18,128,64,43,0,0,16,18,22,56,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
imonboard@lemmy.world,56,0,0,3,2,22,0,0,0,84,13,0,16,0,12,0,17,0,9,0,9,17,2,0,0,0,0,0,0,121,0,0,0,0
koorool@sopuli.xyz,10,0,0,0,0,13,0,0,0,0,0,0,132,9,7,1,0,7,5,6,0,1,191,0,0,0,0,0,0,0,0,0,0,0
Drukob@feddit.de,48,1,16,1,0,0,0,0,0,0,24,1,59,0,0,10,0,0,1,0,0,14,33,0,0,0,0,1,0,172,0,0,0,0
Setarkus@mander.xyz,152,0,0,46,4,4,0,0,0,0,0,0,0,0,38,34,52,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bb010g@lemmy.blahaj.zone,24,0,10,2,9,1,2,17,0,2,0,77,21,14,0,27,0,4,4,2,4,56,33,0,1,36,0,1,0,34,0,0,0,0
magichorse@lemmy.world,9,8,31,56,36,6,0,0,21,24,8,12,23,0,28,13,27,36,0,0,6,0,0,0,0,0,0,0,0,17,4,15,0,0
56_@lemmy.ml,0,0,0,0,0,4,0,0,0,0,0,0,47,0,0,0,45,0,0,0,60,47,57,0,0,0,0,0,0,117,0,0,0,0
aaa@lemmy.blahaj.zone,54,0,0,32,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,71,0,0,5,0,0,137,8,0,0
anonymous1691296202@lemmy.world,145,1,0,0,0,0,0,0,0,0,0,0,56,40,0,38,35,9,0,0,0,24,0,0,0,0,0,0,27,0,0,0,0,0
Max@nano.garden,78,0,35,8,4,41,17,12,0,0,20,0,0,0,0,0,0,0,6,11,1,0,134,0,0,0,0,0,0,0,7,0,0,0
GFish@lemm.ee,255,0,0,0,0,3,0,0,0,0,0,0,0,0,33,0,17,0,0,0,0,0,38,0,0,0,0,4,0,24,0,0,0,0
L_Take@lemm.ee,225,0,0,0,0,16,0,0,0,0,0,0,0,0,26,0,22,0,0,0,0,0,38,0,0,0,0,4,0,41,0,0,0,0
mike@postit.quantentoast.de,3,0,0,0,0,8,0,0,0,0,0,0,3,1,0,0,0,0,0,173,16,0,96,62,9,0,0,0,0,0,0,0,0,0
porn@burggit.moe,90,3,2,0,0,23,0,0,0,0,0,0,113,11,7,3,0,0,0,0,0,4,0,0,16,2,0,0,0,95,1,0,0,0
KargarocP4@startrek.website,190,0,2,8,54,37,0,0,0,0,0,4,5,55,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,1,0,0,0,0
Romben@lemmy.ca,10,19,0,38,72,1,0,0,0,1,0,6,78,0,0,0,0,0,0,0,0,0,98,35,0,0,9,2,0,0,0,0,0,0
mokpo@lemm.ee,3,0,4,2,7,0,2,4,14,4,35,1,12,3,2,0,10,16,12,18,0,22,118,13,16,8,4,2,19,5,6,6,0,0
LightnyCrimson@lemmy.world,34,9,1,2,3,41,0,0,0,0,7,2,6,23,3,18,1,0,0,1,7,67,56,4,8,8,1,29,11,18,6,0,0,0
Grumer@feddit.de,37,59,0,0,0,17,0,44,0,19,17,28,0,0,0,0,0,0,46,8,0,4,8,23,26,0,0,0,0,20,10,0,0,0
Claymore@lemm.ee,94,0,0,12,19,0,43,40,24,4,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,118,0,0,0,0
beteigeuze@feddit.de,65,17,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,3,0,45,0,0,12,0,56,0,4,0,0
chris261090@feddit.de,132,61,11,21,6,2,0,0,0,0,0,0,83,1,0,0,15,0,0,0,0,0,0,0,0,0,0,5,9,18,0,0,0,0
Aloso@lemmyrs.org,29,0,0,10,10,0,0,0,0,0,18,0,6,0,5,0,0,0,0,0,8,105,2,0,11,9,1,148,0,0,0,0,0,0
President_Pyrus@feddit.dk,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,333,0,0,0,0
mitkah@feddit.de,8,6,2,2,3,3,1,0,35,4,0,0,10,11,6,192,0,65,0,0,0,0,10,0,0,0,0,2,1,0,0,0,0,0
rookiCookie@lemmy.world,41,4,88,0,0,9,0,0,0,0,1,0,8,0,0,38,15,0,0,0,0,29,0,76,8,0,0,0,0,0,41,0,0,0
glim@lemmy.world,20,0,0,0,0,6,0,0,2,0,0,0,1,3,0,0,0,0,0,0,31,0,6,5,126,87,0,69,0,0,0,0,0,0
AbsolutDestruction@lemmy.world,3,0,0,35,0,2,0,0,0,0,63,0,0,0,0,0,73,0,0,0,0,31,87,0,0,0,0,0,0,0,61,0,0,0
CatotheCat@lemmy.world,15,0,0,4,2,2,0,0,12,35,0,37,28,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,43,0,0,0,0
rexvizsla@lemmy.world,228,1,31,10,2,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,39,0,0,0,0,0,11,0,0,0,0,0,0,0
drbluefall@toast.ooo,121,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,164,29,0,0,0,0,0,0,6,0,0,0,0
pornalt@reddthat.com,92,4,0,0,1,11,0,0,0,0,0,0,109,11,7,9,0,0,0,0,0,1,0,0,18,0,0,0,0,87,2,0,0,0
Solaryo@lemmy.world,5,0,0,0,0,8,0,0,0,0,19,0,14,0,0,0,159,40,0,0,0,14,23,0,28,0,16,0,0,24,2,0,0,0
sami@lemmy.zip,3,0,1,0,0,41,0,3,0,0,0,120,0,0,0,0,63,0,0,5,0,1,31,0,0,0,0,0,0,48,16,20,0,0
ace@lemmy.ananace.dev,54,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,283,0,1,0,0,0,0,1,0,0,0,0
Snek@feddit.ch,39,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,257,0,15,0,0
pronalt@lemmynsfw.com,95,2,1,0,0,10,0,0,0,1,0,0,104,11,9,2,0,0,0,0,0,2,0,0,21,2,0,0,0,87,0,0,0,0
opperhenk@lemmy.henknet.org,76,0,0,0,0,1,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,18,74,1,0,0
diemehrheit@feddit.de,161,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0
Gam3r_Lab3@lemmy.world,0,14,26,27,27,7,46,1,7,17,8,5,28,11,1,0,9,5,0,0,4,1,29,0,2,3,8,40,6,14,0,0,0,0
GaWran@lemmy.world,174,0,0,16,4,0,0,0,0,0,0,24,35,0,0,0,8,0,4,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
tinhoso_indolente@lemmy.eco.br,132,1,4,0,0,41,0,0,0,0,0,0,42,0,0,0,112,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
totally_notAcat@lemmy.blahaj.zone,213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,121,0,1,0,0,0,7,0,1,0,0,0,0
TemeK@lemm.ee,172,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0
lavafroth@programming.dev,76,1,26,5,1,2,0,0,0,0,0,0,12,188,1,0,0,0,3,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Nate@postit.quantentoast.de,4,0,0,0,0,10,0,0,0,0,5,4,2,0,0,0,0,0,0,138,34,0,41,68,35,0,0,0,0,1,0,0,0,0
pronalt@pornlemmy.com,79,4,2,0,0,10,0,0,0,0,0,0,110,12,7,0,0,0,2,0,0,1,1,0,20,1,0,0,0,92,1,0,0,0
Zephyr@lemmy.blahaj.zone,45,9,0,0,81,0,0,0,138,0,1,0,24,0,0,0,0,0,0,0,0,0,23,0,0,0,13,6,0,0,0,0,0,0
windeule@feddit.de,11,0,0,0,0,0,0,0,0,0,45,0,59,0,0,0,49,0,0,0,68,0,34,0,9,30,0,0,0,34,0,0,0,0
squaresinger@feddit.de,129,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,173,1,1,0,0
mjdiliscia@lemm.ee,56,0,0,0,12,2,0,0,0,17,0,0,3,4,0,0,37,19,0,0,0,94,38,2,0,0,0,0,0,36,19,0,0,0
cwilliams@beehaw.org,32,14,0,0,0,12,0,0,0,0,108,2,0,0,0,10,113,0,0,0,0,1,0,0,0,17,0,2,0,22,3,2,0,0
Lhlmarques@lemmy.world,203,0,0,0,0,10,0,0,0,0,0,0,73,0,0,0,0,0,0,0,6,0,0,0,29,1,0,14,0,1,0,0,0,0
scew@lemmy.world,98,2,0,0,0,0,0,0,0,0,0,0,2,1,62,108,53,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ThetaDev@lemmy.fmhy.net,6,63,8,2,4,3,0,0,24,142,69,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0
A10@kerala.party,0,13,7,2,22,5,4,6,3,0,28,30,28,0,0,4,47,0,0,0,0,6,4,0,0,1,0,0,0,92,30,1,0,0
idkwhattoputasmyusername@lemmy.world,206,0,0,6,0,1,0,0,2,3,1,8,11,0,0,14,3,0,0,6,0,4,9,6,0,6,3,3,7,21,10,3,0,0
inlandempire@jlai.lu,13,0,0,1,3,25,0,0,0,0,0,0,0,0,0,0,31,9,0,0,1,11,89,21,0,0,0,1,10,98,18,0,0,0
lemmyrob23@geddit.social,54,0,0,0,0,18,24,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,215,0,0,0,0
Hondadude719@lemmy.world,72,3,17,1,44,0,0,0,0,0,0,0,1,10,0,0,0,23,1,0,23,32,7,0,12,77,0,5,0,0,0,0,0,0
slowpowke@nano.garden,63,1,33,0,7,39,16,13,0,0,16,3,0,0,0,0,0,0,6,10,0,1,118,0,0,0,0,0,0,0,1,0,0,0
sherman@kerala.party,0,2,5,14,26,3,2,12,1,3,21,17,41,0,0,2,5,0,0,0,0,34,2,0,0,3,1,0,0,86,40,7,0,0
admin@nano.garden,66,8,30,0,2,39,19,12,0,0,22,0,0,0,0,0,0,0,6,11,1,0,103,0,0,0,0,0,0,0,7,0,0,0
Henk4Life@lemmy.world,67,0,1,1,9,49,0,0,22,31,85,0,11,0,0,2,0,0,0,0,0,4,26,0,0,0,0,0,0,0,18,0,0,0
Ow0cast@sh.itjust.works,51,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,82,164,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0
SuperApples@lemmy.world,207,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0
NotSpez@lemmy.world,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,71,164,0,0,0,0
soullioness@lemmy.world,68,1,0,1,81,60,0,2,2,10,0,9,5,0,33,0,0,20,0,0,1,18,4,0,0,2,0,6,0,0,0,0,0,0
Tekomepossenomo@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,8,0,0,0,0,37,0,0,0,0,0,0,79,12,0,0,0
Fish@midwest.social,75,0,1,0,0,11,82,21,20,0,40,1,5,1,0,0,0,0,0,0,8,18,0,1,0,0,26,2,10,1,0,0,0,0
Kagemaru@lemmy.world,3,31,93,45,0,7,0,0,21,9,0,0,0,6,0,4,0,6,0,0,0,1,6,2,33,2,13,17,0,18,0,5,0,0
CriticalSilence@feddit.de,123,5,2,6,10,1,0,0,0,0,0,0,0,0,0,36,15,0,0,0,0,0,0,0,0,0,0,0,57,66,0,0,0,0
1henno1@feddit.ch,0,0,0,0,0,44,0,0,0,0,3,0,6,0,0,0,4,0,0,0,17,223,15,0,1,0,0,0,0,4,0,0,0,0
Brickhead92@lemmy.world,250,0,0,0,0,0,0,0,0,0,0,2,1,32,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
SicParvisMagna@feddit.nu,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,1,254,0,0,0,0,0,0,6,0,0,0,0
heeeeeeee@lemmy.world,7,123,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,44,56,1,0,0,0,0,0,0,0,0,0,0
kencombos@lemmy.world,51,66,8,0,0,22,33,3,2,0,0,0,0,0,0,0,0,0,0,0,8,26,60,2,0,0,2,29,0,0,0,0,0,0
WhatThaFudge@lemmy.sdf.org,5,0,0,0,0,2,0,1,0,0,1,49,58,1,0,33,2,0,0,0,1,29,48,0,0,43,2,2,0,35,0,0,0,0
Olgratin_Magmatoe@lemmy.world,9,1,0,1,0,0,0,0,210,10,7,1,51,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
spread@programming.dev,115,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,58,0,0,0,0,0,0,128,0,0,0,0
President_Pyrus@lemmy.world,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,294,0,0,0,0
SMB@lemmy.world,141,30,3,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,1,6,13,2,0,3,11,17,3,14,35,5,2,3,0,0
mr_buscemi@lemmy.blahaj.zone,24,24,47,62,37,0,71,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
varikvalefor@yiffit.net,6,0,0,0,0,26,0,0,0,104,0,0,5,0,0,0,4,0,0,0,0,0,45,0,0,1,0,0,0,21,95,0,0,0
rookiDev@lemmy.world,24,4,87,0,0,2,0,0,0,0,3,0,6,0,1,37,14,2,0,0,0,28,0,83,0,0,0,0,0,0,16,0,0,0
Mystimorphix@lemmy.ml,111,2,24,9,23,2,2,0,0,0,5,28,35,18,0,0,0,0,0,0,0,6,4,0,0,0,1,3,20,8,1,1,0,0
usuario@lemmy.ml,41,0,0,0,0,2,2,0,6,3,103,20,0,0,59,2,21,7,0,0,0,18,4,0,6,0,0,0,1,1,7,0,0,0
Traditional_Stick_49@lemmy.world,45,15,1,11,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,14,0,0,56,73,0,0,50,7,0,0
DrDerrek@lemmy.world,10,0,2,10,0,6,0,8,9,1,0,0,0,0,0,0,0,1,0,0,0,250,0,0,0,0,0,0,0,6,0,0,0,0
lambdabeta@lemmy.ca,1,0,0,0,0,3,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,17,0,0,1,0,3,0,138,119,0,0,0
0xmrtt@lemmy.ml,0,4,0,20,9,2,0,0,12,4,0,0,21,43,0,35,14,0,0,0,0,25,32,1,41,0,0,0,24,14,0,0,0,0
LadyAutumn@lemmy.blahaj.zone,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,128,0,0,0,0,0,0
kersploosh@sh.itjust.works,176,1,0,0,0,38,0,0,0,0,0,0,12,3,0,14,0,0,0,0,0,29,0,24,0,0,0,0,3,0,0,0,0,0
swordthensnow@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,6,0,0,0,0,0,8,65,0,0,3,0,0,0,195,0,0,0,0
cyyypher@lemmy.world,0,0,3,0,0,7,1,0,0,0,3,0,180,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0
zurchpet@lemmy.ml,31,13,2,40,17,78,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,27,0,0,0,61,0,0,0,0
embit@feddit.de,289,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Froot_lloop@lemmy.world,85,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,1,0,0,17,0,0,0,0
stebo02@lemmy.dbzer0.com,26,0,0,0,0,41,0,0,0,1,0,9,16,5,0,0,7,0,0,0,17,9,77,0,0,0,0,0,4,47,36,0,0,0
GAHZT@lemmy.world,109,120,0,0,2,17,0,0,5,3,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,30,3,0,0,0
Doremy@lemmy.world,83,1,0,0,0,4,33,27,1,0,0,4,72,2,0,0,0,0,0,0,2,5,0,19,0,0,7,12,0,22,0,0,0,0
18107@aussie.zone,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,44,0,0,0,0,7,0,231,0,0,0,0
alis@lemmy.world,35,0,0,0,0,1,0,0,0,0,7,22,16,0,0,14,0,0,0,0,0,46,25,0,0,26,0,10,36,54,0,0,0,0
miketocool@lemmy.world,13,54,3,8,6,2,11,0,15,25,0,0,1,0,0,0,33,0,0,0,45,21,23,7,13,2,0,0,5,5,0,0,0,0
kali_hero@lemmy.world,0,0,0,0,0,3,0,2,0,3,178,1,2,0,0,0,10,0,0,0,0,0,17,0,6,0,0,41,0,28,0,0,0,0
techie@lemmy.world,71,0,66,51,88,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
weew@lemm.ee,282,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kamad@lemmy.world,87,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,52,30,83,0,0,0,0,0,0,0,0,0,0,0
bappity@lemmy.world,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,10,0,0,0,0,130,0,0,0,0,0,0
neonridex@lemmy.world,69,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,95,0,0,0,0
0xmrtt@toast.ooo,0,0,0,11,7,2,0,0,14,3,0,0,19,11,0,21,12,0,0,0,0,69,22,1,35,0,0,0,29,31,3,0,0,0
AGWallace@nano.garden,35,1,28,20,5,33,8,16,0,1,11,0,0,0,0,0,0,0,6,12,1,0,113,0,0,0,0,0,0,0,0,0,0,0
American_Jesus@lemm.ee,5,0,0,2,11,4,0,0,0,0,3,0,6,14,1,25,92,0,0,0,25,21,9,0,0,0,0,0,0,12,58,0,0,0
chunk@lemmy.world,93,0,1,1,0,81,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Waluigi@feddit.de,286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tavarin@lemmy.ca,134,0,15,25,15,4,0,0,0,0,14,0,56,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,11,7,0,0,0
Fireplant@lemmy.world,11,0,0,0,0,8,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,70,75,0,0,0,0,0,0,0,0,0,0,0
mmagian@lemmy.ml,0,0,0,0,0,2,0,0,0,0,1,50,22,0,0,8,0,0,0,0,1,13,154,0,0,4,0,0,0,31,0,0,0,0
Ziggurat@sh.itjust.works,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,89,2,0,0,0
Gizmodeus@lemmy.blahaj.zone,0,0,0,0,0,86,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
ytrav@lemmy.world,83,0,6,8,9,0,0,0,0,0,0,0,60,0,0,0,0,36,0,0,0,0,57,0,0,0,0,0,0,25,0,0,0,0
StarMage27@lemm.ee,62,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,65,0,0,0,29,46,54,0,0,0,0,0,0,0,0,0,0,0
Lyrosel@lemmy.world,84,2,22,12,25,2,3,0,0,0,6,28,34,23,0,0,0,0,0,0,0,3,6,0,0,0,0,7,17,9,1,0,0,0
burrito82@feddit.de,0,0,0,0,0,1,0,0,0,0,0,0,166,0,0,7,0,0,0,0,0,0,20,0,1,0,0,0,0,88,0,0,0,0
MebHi@lemmy.world,14,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,152,0,0,0,0
Daudix@lemmy.world,24,0,0,2,5,36,0,2,1,0,0,0,8,19,3,25,21,0,0,0,0,25,3,0,49,18,18,0,19,4,0,0,0,0
bibliotectress@lemmy.world,71,0,0,33,0,13,12,24,0,0,0,0,10,0,0,0,0,0,0,0,96,6,5,0,0,2,0,0,0,8,0,1,0,0
ThetaDev@lemmy.world,2,52,9,1,2,4,0,0,26,121,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monologue@lemmy.world,60,0,0,0,0,24,0,41,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,108,0,0,0,0
klaymore@sh.itjust.works,10,2,0,0,0,21,0,0,0,0,0,5,13,0,0,0,0,0,0,6,0,154,62,0,0,0,0,2,0,0,0,0,0,0
tanker405th@lemmy.ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0
mp3@lemmy.ca,103,0,0,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,0,0,97,0,0,0,0
SmirkSergal@pawb.social,90,25,7,12,12,5,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,58,21,3,0,0
lvl3_eroticism@lemmynsfw.com,60,0,0,105,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0
