username,black,darkGrey,deepGrey,mediumGrey,lightGrey,white,beige,peach,brown,chocolate,rust,orange,yellow,pastelYellow,lime,green,darkGreen,forest,darkTeal,lightTeal,aqua,azure,blue,navy,purple,mauve,magenta,pink,watermelon,red,rose,maroon,darkChocolate,darkPurple
Mechoselachia@multiverse.soulism.net,330,21,267,5,26,13,3,0,0,0,2,1,20,0,0,131,68,10,6,0,0,84,0,14,62,43,1,1,23,53,0,0,3,36
TootSweet@lemmy.world,531,1,12,3,14,58,6,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,19,6,27,6,0,0,0,3,1,0,0,63
nagol12344@mastodon.social,77,8,0,6,0,126,91,116,38,0,3,21,23,4,74,22,0,0,0,0,0,98,0,13,1,123,0,5,0,23,4,0,0,0
zitronenschnitte@feddit.org,190,0,0,0,0,5,0,0,0,51,62,0,60,0,0,0,0,0,0,0,0,0,30,277,0,0,0,20,0,74,0,0,0,54
enchantedgoldapple@sopuli.xyz,775,604,9,27,18,22,96,56,50,214,0,102,29,75,11,111,3,23,0,0,205,182,0,158,0,12,0,0,2,10,0,11,113,245
SleepyLilVamp@mastodon.social,228,36,9,28,29,1039,195,154,21,3,0,47,50,22,71,61,0,0,0,4,1,27,10,83,42,172,0,11,30,113,11,10,0,23
skyland428@toast.ooo,79,37,50,9,9,0,1,25,58,47,0,1,0,4,75,0,10,1,16,0,21,16,0,26,0,0,0,0,12,0,11,33,0,14
melon@ap.fruity.website,63,10,9,0,0,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,37,9,0,0,0,17,20,8,0,0,0,0
potatoattorney@mastodon.social,216,2,19,31,37,5,5,57,24,33,0,1,5,3,0,2,47,0,0,0,2,131,1,0,4,2,1,5,0,4,0,0,0,1
NovaRaye@mastodon.social,222,188,9,38,174,116,7,0,0,19,144,92,0,0,22,55,7,0,9,0,225,124,16,9,8,27,66,80,0,39,36,3,0,15
MadPsyentist@lemmy.nz,68,39,7,0,0,43,0,0,6,0,0,4,63,0,8,100,313,119,0,0,0,32,38,0,0,0,0,0,0,0,2,0,0,0
ProdigalFrog@slrpnk.net,851,135,3,2,22,157,30,57,75,17,5,28,25,12,15,27,103,8,0,1,107,28,7,3,6,0,40,25,3,15,37,15,12,9
SpiderDoctor@multiverse.soulism.net,452,75,237,0,3,27,2,0,0,0,0,1,24,0,0,142,119,0,0,0,0,5,0,0,0,0,0,5,0,26,0,0,0,0
toz10@toast.ooo,711,25,208,28,29,32,10,7,0,46,183,49,252,51,0,161,259,109,0,0,44,14,202,157,66,32,30,0,24,200,1,40,9,6
arctisian@mastodon.social,172,154,99,90,59,295,115,57,57,92,0,19,20,0,78,67,106,130,6,4,0,174,0,29,0,15,0,0,0,20,26,85,10,64
RKian@mastodon.social,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,12,0,0,5,0,0,0,0,0,0,8,7,0,0,0,0
green_copper@kbin.earth,620,178,111,28,221,217,141,26,325,192,35,15,4,107,3,39,13,12,0,0,592,196,114,77,48,1,43,15,0,39,248,149,44,480
waldfee@feddit.org,246,5,0,0,2,267,16,3,4,248,52,299,304,12,38,466,57,1,0,2,182,1,0,72,5,589,0,185,30,191,7,0,0,23
culprit@lemmy.ml,11,0,0,0,0,5,0,0,0,0,2,2,42,2,2,0,2,0,2,0,0,0,13,0,0,0,0,0,0,96,30,16,0,2
baschi29@feddit.org,1383,75,0,51,0,15,0,1,19,31,6,0,166,0,0,1,0,0,4,3,0,0,8,190,0,0,0,0,0,3,1,0,118,0
D@piefed.social,39,0,0,0,0,51,0,0,0,35,17,0,24,0,0,16,0,3,0,39,36,0,40,0,0,8,0,24,0,1,0,0,0,68
NightFantom@slrpnk.net,296,0,0,0,0,0,0,0,0,65,0,0,182,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,2,0,33,0,0,0
Zawa@lemmy.world,2438,7,2,6,7,5,0,1,3,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0
kip@piefed.zip,99,2,4,0,6,70,19,0,82,297,0,88,166,48,1,15,52,21,0,0,0,0,0,14,11,12,313,190,66,30,23,0,72,2
Tzar1@toast.ooo,24,34,9,8,12,156,0,0,19,0,0,154,32,111,0,0,19,0,4,11,91,150,210,2,89,115,0,109,65,86,71,0,0,150
Whats_your_reasoning@lemmy.world,492,5,12,2,9,22,43,2,41,2,25,0,58,4,4,29,34,0,42,26,149,110,47,5,14,0,4,0,0,76,80,11,26,0
guynamedzero@piefed.zeromedia.vip,97,0,0,0,2,17,1,2,0,0,10,0,0,0,0,4,11,0,0,0,2,8,0,33,0,0,1,0,0,0,0,0,0,0
magic@toast.ooo,372,0,0,0,0,9,0,17,0,9,0,193,89,0,0,0,0,0,0,69,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Redo11@szmer.info,67,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,2,4,0,0
Krusty@feddit.it,77,22,6,13,2,11,0,0,1,22,2,14,84,3,0,0,150,2,0,0,4,39,0,10,0,1,0,0,3,0,3,0,0,0
ludrol@bookwyr.me,115,9,43,36,6,81,8,4,3,4,14,1,47,3,16,75,4,0,2,22,14,125,71,129,2,0,0,1,7,7,1,0,0,1
PixeIOrange@feddit.org,9,0,0,1,6,63,5,9,14,8,33,9,20,36,17,33,17,7,15,12,14,12,42,27,28,8,13,9,6,31,28,4,0,27
lnxtx@sopuli.xyz,385,1,78,0,182,149,0,1,5,7,0,248,65,57,0,0,0,104,0,0,401,0,5,44,0,120,27,25,0,630,10,4,0,18
IronKrill@lemmy.ca,24,120,146,16,0,280,604,43,86,91,0,0,29,109,0,0,0,0,0,0,0,0,3,35,0,2,0,0,4,244,26,32,56,22
snoons@lemmy.ca,67,18,26,7,22,244,6,5,5,46,15,33,91,0,3,3,9,22,0,0,21,16,155,11,2,8,22,31,0,191,19,16,14,14
tuffmeep@toast.ooo,98,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMA@piefed.zip,21,0,0,0,17,62,0,0,0,0,5,2,4,0,2,0,92,8,0,1,5,20,10,0,4,0,0,0,0,12,3,1,0,0
pomo@toast.ooo,102,19,18,6,49,23,0,0,0,0,25,27,27,0,0,0,54,83,0,0,62,258,0,13,8,1,0,0,0,0,211,185,0,0
Slein4273@feddit.org,135,11,0,0,0,6,1,13,12,8,314,49,106,0,0,6,0,0,0,0,0,0,16,167,0,0,12,0,53,33,0,4,0,0
aurora@bark.lgbt,98,13,1,0,14,122,14,6,5,7,55,17,59,0,0,0,0,0,0,0,87,68,13,17,0,0,0,2,0,0,17,0,25,0
foxymochakitten@slrpnk.net,60,103,11,0,9,14,157,13,0,2,13,6,39,249,1,36,28,4,0,1,55,32,6,0,5,18,52,114,15,14,0,0,111,0
Dodo8071795@toast.ooo,296,0,55,141,42,0,53,60,55,20,0,52,101,0,17,86,0,1,0,0,0,24,0,0,59,0,0,5,0,66,18,8,0,0
Chaf@slrpnk.net,340,0,0,5,0,131,0,0,0,16,4,0,35,0,0,26,93,6,35,55,0,0,3,0,0,0,68,3,7,1,0,0,0,0
caos@plasmatrap.com,0,2,16,179,78,1,0,0,133,22,297,119,38,0,0,0,0,0,0,9,0,89,217,64,0,1,0,13,3,7,0,0,19,0
bonn2@lemmy.zip,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cogh@toast.ooo,181,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,4,3,0,0
poVoq@slrpnk.net,69,0,0,0,0,1,0,0,0,0,12,0,62,0,0,0,31,0,0,0,0,0,11,0,0,0,0,0,1,29,0,0,0,0
Yaishang@toast.ooo,23,53,181,102,38,1,72,119,134,150,29,27,20,2,17,38,99,200,101,8,0,3,0,0,1,0,0,2,10,6,117,83,4,11
rimu@piefed.social,24,0,0,0,0,19,0,0,0,0,0,0,0,0,0,64,7,0,0,0,9,2,181,0,0,0,0,0,0,0,0,0,0,0
matelt@feddit.uk,288,4,0,0,31,23,0,0,0,0,316,11,34,0,3,17,108,0,0,12,247,10,76,86,6,24,45,147,74,83,0,0,0,0
wannabe_alarmist@mastodon.social,879,12,11,5,132,357,0,0,6,0,0,26,57,0,20,121,76,11,8,5,16,49,72,72,1,11,0,8,3,62,12,6,0,25
troler@mastodon.online,69,110,35,157,254,50,62,21,0,2,34,0,0,14,0,1,68,0,0,1,4,0,49,0,1,0,0,0,0,3,0,0,7,39
null@piefed.social,633,1,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ktrain5369@mastodon.social,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rikiwilkins@toast.ooo,322,0,3,7,29,32,0,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,79,19,10,28,0,0,0,1,0,0,38
buhbruh@mastodon.social,16,0,12,22,11,65,34,15,7,0,0,0,0,0,0,0,12,30,8,0,0,0,9,6,0,0,0,0,30,0,1,0,0,0
andrewrgross@slrpnk.net,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Asinus@feddit.org,214,0,0,0,0,0,0,0,0,96,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Green21Black@toast.ooo,2,46,67,3,22,111,0,0,41,63,42,0,13,21,0,0,0,0,91,106,72,129,1017,258,20,39,70,30,7,43,122,0,82,33
Sly2@lemmy.world,90,0,0,0,37,101,1,1,1,2,0,1,6,1,1,8,1,83,0,2,2,31,36,1,1,2,1,1,2,12,1,1,0,1
Gainsburnie@lemmy.world,211,0,0,0,0,79,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,192,0,11,0,0,0,0,0,16,0,0,0,1
DarkalVN@mastodon.social,143,21,7,9,16,65,33,55,2,12,7,4,13,30,17,21,49,7,1,4,0,3,3,0,0,0,0,0,1,6,0,9,0,1
leonidloew@schach.social,0,0,0,0,0,0,0,0,0,0,110,0,6,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0
tuvie@toast.ooo,188,53,0,0,360,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joeljoelle@piefed.blahaj.zone,278,40,0,2,6,120,3,13,1,90,64,45,337,10,0,15,22,0,0,2,324,163,23,104,205,137,94,214,22,54,0,0,0,118
monkeyFromTheLake@programming.dev,45,0,24,1,25,27,0,0,0,0,8,0,1,0,0,2,27,4,0,0,0,0,0,0,0,0,0,0,0,183,64,0,0,0
Coda@toast.ooo,2363,2,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,2,12,27,6,0,0,0,62,8,5,0,8
pokeman@piefed.zip,113,0,0,0,0,103,0,0,0,0,1,0,5,16,0,0,0,0,0,0,29,0,2,0,22,4,0,0,0,62,30,23,67,40
nondanya@mastodon.social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,44,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theophaniagold@multiverse.soulism.net,36,1,218,3,0,22,0,0,0,0,0,0,0,0,0,27,20,0,0,0,0,5,0,0,6,0,0,0,6,0,0,0,0,2
alpine_jim@piefed.social,46,178,13,39,46,39,25,12,53,5,51,4,27,24,0,54,0,0,40,13,11,33,58,110,17,14,4,4,0,17,4,6,0,29
Gelidity@toast.ooo,224,0,0,1,1,320,0,0,0,1,9,3,35,0,0,12,0,0,26,39,0,0,4,0,0,0,7,11,0,0,0,0,0,5
Kralle_666@toast.ooo,3,0,23,7,0,0,21,0,1,4,6,0,21,0,0,0,4,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6
HarveyJK@toast.ooo,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
EtheriousNight@kbin.earth,434,0,0,1,0,0,0,0,0,7,6,0,21,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
squirrel@cake.kobel.fyi,213,0,0,0,0,0,227,0,0,33,651,352,329,0,0,0,0,0,0,0,147,0,0,62,0,0,3,75,0,181,0,0,0,0
antrosapien@lemmy.ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottleofchips@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,28,0,0,0,0,0,0
molo@toast.ooo,87,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0
totientfunction@mathstodon.xyz,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,3,0,2,0,0,7,0,0,0,0,0,0
truescript@mastodon.social,33,25,67,104,37,179,73,85,66,21,24,16,2,0,6,17,11,11,39,128,27,20,28,21,0,0,2,0,1,37,69,47,2,0
AceroHombre@mastodon.social,129,91,119,95,22,4,43,39,97,60,10,23,37,0,0,63,162,122,19,0,2,50,0,0,37,0,0,42,24,71,12,6,0,0
kossu@toast.ooo,6,0,0,0,17,0,194,25,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,0
Lio@lemmy.world,7,0,0,0,0,681,9,0,0,26,3,122,53,0,0,0,105,0,0,0,0,0,14,0,0,0,0,4,0,41,0,0,2,0
Shelley@lemmy.world,9,0,0,0,8,1013,7,21,12,58,0,53,235,0,0,0,17,8,0,0,0,0,70,0,0,3,0,18,1,54,16,20,0,1
Cowl@toast.ooo,547,1,0,1,8,16,1,6,0,0,1,0,11,8,0,0,0,0,0,0,0,0,0,36,160,16,20,6,0,59,7,1,0,50
quantumvoid0@programming.dev,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grug@toast.ooo,0,0,0,0,0,0,0,1,0,3,10,7,69,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlbertUnruh@tech.lgbt,9,13,3,31,37,185,15,0,8,47,65,82,12,0,0,6,0,3,17,8,37,40,175,110,44,0,0,0,0,154,0,0,0,68
datendetektivin@mk.absturztau.be,2,25,50,54,61,1,0,3,58,21,84,63,64,0,0,0,0,0,15,4,0,122,592,155,0,0,0,15,0,0,0,0,13,0
kepii@lemmy.world,144,0,0,0,41,92,0,0,0,8,45,18,40,0,4,29,5,33,6,7,12,8,27,11,18,8,11,21,0,18,0,0,11,44
Mizik@toast.ooo,83,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0
Staden@pawb.fun,208,348,42,1,31,74,0,0,2,127,1,0,135,74,0,18,0,0,0,0,347,177,10,0,0,1,0,83,0,63,15,19,241,3
artwork@lemmy.world,255,0,1,2,1,2,0,0,23,20,32,15,418,12,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,284,0,0,51,0
Kenji_Nikolaev@nikolaev-sh.ru,0,0,0,3,37,0,0,0,0,0,0,26,19,6,0,0,9,0,0,0,4,0,0,0,0,19,0,0,0,104,0,0,0,0
Narso@toast.ooo,213,142,11,5,62,0,187,333,45,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,139,0,0,0,208,1,0,0,0,0
dust_accelerator@discuss.tchncs.de,20,0,0,0,0,1,0,0,1,34,11,0,18,0,0,0,0,0,0,0,0,6,3,0,1,0,1,0,0,30,0,0,0,0
ViciousTracker@mastodon.social,39,21,1,0,0,0,11,0,2,0,0,21,16,0,2,29,32,63,0,0,0,28,6,0,20,0,0,0,0,12,0,12,0,0
Munkisquisher@lemmy.nz,0,5,3,0,0,37,0,0,0,0,0,0,342,0,17,91,5,0,0,1,0,238,440,0,0,0,0,0,1,12,14,0,0,4
StevusChrist@lemmy.zip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
You@feddit.org,99,0,0,0,0,19,0,0,0,114,411,34,68,0,0,0,0,0,0,0,3,0,0,65,0,0,0,38,0,5,0,0,0,0
sjmarf@sh.itjust.works,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamesrandi@lemmy.zip,257,0,6,27,8,77,0,0,0,0,5,4,10,0,3,45,3,17,276,293,0,0,6,6,0,2,355,186,0,0,0,0,0,8
zen@lemmy.zip,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
WKDA@wehavecookies.social,69,0,0,11,79,9,20,0,0,10,24,0,70,0,0,5,0,1,4,0,62,9,40,0,22,0,0,12,12,235,6,0,1,159
Zafkiel@kbin.earth,176,0,5,9,3,15,0,0,0,0,0,0,126,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,94,0,0
dark_disciple@toast.ooo,49,1,21,20,8,0,32,61,3,0,0,61,0,0,1,15,13,1,16,0,11,41,10,109,0,0,0,0,21,36,0,0,0,13
LeFrog@discuss.tchncs.de,185,34,54,173,67,130,16,0,0,0,44,80,134,23,73,29,42,27,0,0,28,2,9,18,9,36,0,22,0,252,2,1,0,0
mischk@bunt.social,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muehe@lemmy.ml,97,0,1,0,1,22,0,0,0,31,5,16,44,9,14,25,545,1,0,2,14,8,7,1,14,9,0,22,0,76,8,0,0,5
Ketta@toast.ooo,24,0,1,2,7,11,2,2,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,8,0,0,0,19
Cattail@mastodon.social,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simpliston@programming.dev,141,1,1,1,73,23,0,0,174,0,0,0,241,0,0,14,0,0,0,0,0,5,0,11,0,0,76,62,0,0,0,0,0,0
livligkinkajou@slrpnk.net,145,0,8,0,0,1,0,3,8,2,1,2,16,0,0,0,50,7,0,0,0,0,0,0,15,113,1,0,17,11,2,0,0,0
mytchj@lemmy.world,34,0,0,0,0,31,0,0,0,12,0,51,45,0,0,52,0,0,0,0,3,0,69,0,71,0,0,10,0,16,2,0,2,0
NaibofTabr@infosec.pub,0,0,0,0,0,0,0,0,5,0,1,0,18,5,4,8,368,0,0,0,1,1,0,1,0,1,1,0,0,4,0,2,2,0
Pokomams@mamot.fr,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,203,0,34,156,0,104,0,0,0,0,0,0,0,0,0,0
62ch_@misskey.id,0,99,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
embit@feddit.org,344,0,0,0,0,67,0,0,0,0,0,0,0,0,3,4,17,8,0,0,7,0,83,12,0,0,0,0,0,12,0,0,0,0
reallykindasorta@slrpnk.net,36,1,60,60,67,117,124,11,0,13,2,2,14,87,1,16,323,3,0,5,221,13,0,0,7,43,49,79,68,16,4,0,12,3
simpliston_linux@programming.dev,16,0,0,0,15,8,0,0,33,0,0,0,240,0,0,0,0,0,0,0,0,5,0,11,0,0,63,46,0,0,0,0,0,0
solo@slrpnk.net,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kokomo@reddit.kokomo.cloud,0,0,0,12,0,1,0,0,15,5,0,24,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0
Avicenna@programming.dev,197,0,2,0,31,171,0,0,0,3,12,17,164,0,0,7,0,44,0,0,6,2,163,0,2,0,0,0,0,10,0,0,0,0
tripplehelix@tech.lgbt,0,0,0,0,6,0,0,0,0,0,3,0,35,0,53,151,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
terradragon@slrpnk.net,78,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ironkirby1331@lemmy.world,95,0,0,0,4,2,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Speedforce@multiverse.soulism.net,103,18,26,16,6,181,0,0,0,0,2,5,8,0,0,65,13,0,0,0,3,2,2,0,0,1,0,0,0,50,1,23,0,6
benjirenji@slrpnk.net,0,0,0,0,0,1,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,383
DosDude@retrolemmy.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
myrmidex@belgae.social,2,0,0,0,5,0,0,0,0,0,6,0,6,0,0,0,0,2,0,0,17,0,0,0,0,0,0,8,0,6,5,0,0,32
gegil@sopuli.xyz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
brainoid@toast.ooo,54,32,50,32,29,0,0,0,0,0,3,111,0,0,0,0,57,28,0,3,139,24,16,19,0,0,0,0,0,0,31,26,84,0
devaly@ani.social,0,7,55,0,3,13,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0
TommyExogenie@toast.ooo,6,0,0,0,0,6,24,12,11,48,0,0,8,0,0,0,0,0,0,0,0,0,0,14,185,7,0,0,0,4,0,0,52,68
berty@feddit.org,16,8,10,4,11,15,1,6,11,1,6,17,36,14,38,75,7,0,1,1,13,9,17,14,20,8,2,12,32,15,10,0,0,9
h3ndrik@piefed.social,21,0,63,0,0,3,0,0,0,172,18,8,12,0,0,16,0,0,0,0,0,18,81,251,0,0,0,0,0,0,0,0,0,0
SiriusBlack12@mastodon.social,0,0,0,2,0,0,129,5,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QuiLL@toast.ooo,44,0,0,0,0,0,0,0,0,0,100,27,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,22
e8CArkcAuLE@piefed.social,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SisterZanzi@lemmy.world,748,33,3,5,35,58,0,3,5,3,0,2,9,8,2,11,0,0,1,0,0,2,0,26,130,26,2,4,0,35,20,0,0,97
nkk@programming.dev,103,0,5,13,7,10,0,0,16,12,5,20,24,0,0,0,4,0,0,0,17,0,35,2,0,0,0,12,0,8,0,0,0,3
JustJack23@slrpnk.net,206,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,6,1,0,0,55,108,0,0,0,0,0,0,16,0,0,0,0,0
TediousLength@lemmy.ca,47,18,0,0,0,50,0,0,0,3,4,14,38,0,0,0,0,0,3,6,124,191,0,4,1,0,199,360,0,7,0,2,0,50
Fermenade@feddit.org,163,0,0,0,0,7,0,0,1,34,34,114,204,0,0,23,2,0,0,0,0,0,96,12,0,0,0,0,0,0,0,0,2,0
SynKatz@feddit.org,131,0,0,0,0,5,0,0,2,72,451,146,277,0,0,11,0,0,0,0,0,0,1,65,0,0,0,0,37,0,0,0,98,0
kernelle@lemmy.dbzer0.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Panda4X4@feddit.org,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beastranger@pawb.social,170,11,5,1,6,291,0,0,0,10,1,2,14,37,0,1,0,0,0,0,388,21,0,0,1,3,0,22,0,13,6,0,1,0
snoons@piefed.ca,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0
CaptainBasculin@lemmy.dbzer0.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
m1k3y@troet.cafe,144,0,0,0,0,4,0,0,0,20,15,20,46,0,0,6,20,0,0,0,6,0,7,42,1,0,0,0,0,11,0,0,0,0
m_f@discuss.online,0,0,0,1,13,5,0,0,0,0,0,0,0,43,0,46,58,2,0,1,23,22,29,52,0,0,0,0,0,0,0,0,0,0
johnnythan@tuebingen.network,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aitji@toast.ooo,0,56,16,1,0,6,36,127,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,30,0,0,7,0,6,1,0,0
GerardsGuitar@retrolemmy.com,0,0,0,29,155,8,0,0,0,15,0,0,1,0,0,0,14,0,0,0,15,0,0,0,0,0,0,14,0,0,50,1,4,0
nemopy@lemmy.zip,22,0,2,2,18,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,6,0,0,1,0,0,0,0,3,14,4,26,0,0
tburkhol@slrpnk.net,52,0,0,0,0,1,0,0,0,11,0,6,32,0,0,18,13,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0
deathbyprograms@mastodon.social,26,36,14,19,1,11,52,27,40,20,0,0,17,0,1,32,18,12,6,0,4,1,0,0,0,0,0,1,4,78,8,5,3,0
RedSeries@lemmy.blahaj.zone,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mewtiful@app.wafrn.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9
honeyquill@toast.ooo,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
5moufl@mamot.fr,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
oleccy@mastodon.social,28,28,7,16,0,56,102,14,60,25,0,0,2,0,6,28,47,82,0,0,4,1,0,0,0,8,0,2,1,39,5,7,10,0
rCX12@piefed.social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0
Seatri@sh.itjust.works,116,8,8,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,6
commie@lemmy.dbzer0.com,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BevsDad@lemmy.ca,2,1,5,1,9,1,0,0,0,0,0,0,10,0,0,0,2,27,0,0,0,0,3,16,0,0,0,0,0,22,0,0,0,0
SirAeron@toast.ooo,295,34,7,0,0,7,0,0,4,10,8,0,1,0,0,2,21,8,0,0,6,28,14,3,6,2,25,0,0,7,9,0,14,19
